,API,cf_high,cf_low,decoding_type,delta_theta,dur,dur_ramp,freq,fs,level,model,model_name,n_cf,n_fiber_per_chan,nominal_level,phase,result,roving_type
50,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",10502.070577791961,3500.69019259732,RP,[0.001 0.001],0.1,0.01,7001.38038519464,500000.0,57.92984240473501,Heinz2001,Heinz2001,40.0,40.0,40.0,[82.89614417],14.94627296088024,phase
51,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",11606.690691911128,3868.8968973037095,RP,[0.001 0.001],0.1,0.01,7737.793794607419,500000.0,37.93326042881357,Heinz2001,Heinz2001,40.0,40.0,20.0,[214.60207346],15.91118939245908,phase
52,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",11606.690691911128,3868.8968973037095,RP,[0.001 0.001],0.1,0.01,7737.793794607419,500000.0,47.93326042881357,Heinz2001,Heinz2001,40.0,40.0,30.0,[33.10069295],15.257179492584225,phase
53,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",11606.690691911128,3868.8968973037095,RP,[0.001 0.001],0.1,0.01,7737.793794607419,500000.0,57.93326042881357,Heinz2001,Heinz2001,40.0,40.0,40.0,[36.62671401],16.495868018756113,phase
54,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",12827.49604659581,4275.832015531937,RP,[0.001 0.001],0.1,0.01,8551.664031063874,500000.0,37.9349565625874,Heinz2001,Heinz2001,40.0,40.0,20.0,[78.01550797],17.56181527517771,phase
55,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",12827.49604659581,4275.832015531937,RP,[0.001 0.001],0.1,0.01,8551.664031063874,500000.0,47.9349565625874,Heinz2001,Heinz2001,40.0,40.0,30.0,[278.38772091],16.838373769744134,phase
56,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",12827.49604659581,4275.832015531937,RP,[0.001 0.001],0.1,0.01,8551.664031063874,500000.0,57.9349565625874,Heinz2001,Heinz2001,40.0,40.0,40.0,[52.57779907],18.207277890737917,phase
57,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",14176.707141864697,4725.5690472882325,RP,[0.001 0.001],0.1,0.01,9451.138094576465,500000.0,37.93567429329934,Heinz2001,Heinz2001,40.0,40.0,20.0,[201.27302369],19.38340261626538,phase
58,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",14176.707141864697,4725.5690472882325,RP,[0.001 0.001],0.1,0.01,9451.138094576465,500000.0,47.93567429329934,Heinz2001,Heinz2001,40.0,40.0,30.0,[187.97792881],18.587924039167138,phase
59,"[[0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 7.71604938e-06]]",14176.707141864697,4725.5690472882325,RP,[0.001 0.001],0.1,0.01,9451.138094576465,500000.0,57.93567429329934,Heinz2001,Heinz2001,40.0,40.0,40.0,[37.60755334],20.09917061345093,phase
